t,value
1440883475,0
1440883476,0
1440883477,0
1440883478,0
1440883479,0
1440883480,0
1440883481,0
1440883482,0
1440883483,0
1440883484,0
1440883485,0
1440883486,0
1440883487,0
1440883488,0
1440883489,0
1440883490,0
1440883491,0
1440883492,0
1440883493,3/326
1440883494,3/326
1440883495,3/326
1440883496,3/326
1440883497,3/326
1440883498,0
1440883499,0
1440883500,0
1440883501,0
1440883502,0
1440883503,0
1440883504,0
1440883505,0
1440883506,0
1440883507,0
1440883508,0
1440883509,0
1440883510,0
1440883511,0
1440883512,0
1440883513,5/153
1440883514,5/153
1440883515,5/153
1440883516,5/153
1440883517,5/153
1440883518,10/1039
1440883519,10/1039
1440883520,10/1039
1440883521,10/1039
1440883522,10/1039
1440883523,11/923
1440883524,11/923
1440883525,11/923
1440883526,11/923
1440883527,11/923
1440883528,13/607
1440883529,13/607
1440883530,13/607
1440883531,13/607
1440883532,13/607
1440883533,0
1440883534,0
1440883535,0
1440883536,0
1440883537,0
1440883538,17/1731
1440883539,17/1731
1440883540,17/1731
1440883541,17/1731
1440883542,17/1731
1440883543,0
1440883544,0
1440883545,0
1440883546,0
1440883547,0
1440883548,0
1440883549,0
1440883550,0
1440883551,0
1440883552,0
1440883553,0
1440883554,0
1440883555,0
1440883556,0
1440883557,0
1440883558,0
1440883559,0
1440883560,0
1440883561,0
1440883562,0
1440883563,17/2047
1440883564,17/2047
1440883565,17/2047
1440883566,17/2047
1440883567,17/2047
1440883568,0
1440883569,0
1440883570,0
1440883571,0
1440883572,0
1440883573,0
1440883574,0
1440883575,0
1440883576,0
1440883577,0
1440883578,4/419
1440883579,4/419
1440883580,4/419
1440883581,4/419
1440883582,4/419
1440883583,2/117
1440883584,2/117
1440883585,2/117
1440883586,2/117
1440883587,2/117
1440883588,0
1440883589,0
1440883590,0
1440883591,0
1440883592,0
1440883593,0
1440883594,0
1440883595,0
1440883596,0
1440883597,0
1440883598,0
1440883599,0
1440883600,0
1440883601,0
1440883602,0
1440883603,0
1440883604,0
1440883605,0
1440883606,0
1440883607,0
1440883608,8/887
1440883609,8/887
1440883610,8/887
1440883611,8/887
1440883612,8/887
1440883613,0
1440883614,0
1440883615,0
1440883616,0
1440883617,0
1440883618,0
1440883619,0
1440883620,0
1440883621,0
1440883622,0
1440883623,0
1440883624,0
1440883625,0
1440883626,0
1440883627,0
1440883628,0
1440883629,0
1440883630,0
1440883631,0
1440883632,0
1440883633,0
1440883634,0
1440883635,0
1440883636,0
1440883637,0
1440883638,11/1308
1440883639,11/1308
1440883640,11/1308
1440883641,11/1308
1440883642,11/1308
1440883643,0
1440883644,0
1440883645,0
1440883646,0
1440883647,0
1440883648,0
1440883649,0
1440883650,0
1440883651,0
1440883652,0
1440883653,0
1440883654,0
1440883655,0
1440883656,0
1440883657,0
1440883658,0
1440883659,0
1440883660,0
1440883661,0
1440883662,0
1440883663,0
1440883664,0
1440883665,0
1440883666,0
1440883667,0
1440883668,5/248
1440883669,5/248
1440883670,5/248
1440883671,5/248
1440883672,5/248
1440883673,0
1440883674,0
1440883675,0
1440883676,0
1440883677,0
1440883678,0
1440883679,0
1440883680,0
1440883681,0
1440883682,0
1440883683,15/1621
1440883684,15/1621
1440883685,15/1621
1440883686,15/1621
1440883687,15/1621
1440883688,0
1440883689,0
1440883690,0
1440883691,0
1440883692,0
1440883693,0
1440883694,0
1440883695,0
1440883696,0
1440883697,0
1440883698,14/1369
1440883699,14/1369
1440883700,14/1369
1440883701,14/1369
1440883702,14/1369
1440883703,12/1297
1440883704,12/1297
1440883705,12/1297
1440883706,12/1297
1440883707,12/1297
1440883708,0
1440883709,0
1440883710,0
1440883711,0
1440883712,0
1440883713,0
1440883714,0
1440883715,0
1440883716,0
1440883717,0
1440883718,0
1440883719,0
1440883720,0
1440883721,0
1440883722,0
1440883723,1/104
1440883724,1/104
1440883725,1/104
1440883726,1/104
1440883727,1/104
1440883728,0
1440883729,0
1440883730,0
1440883731,0
1440883732,0
1440883733,15/1651
1440883734,15/1651
1440883735,15/1651
1440883736,15/1651
1440883737,15/1651
1440883738,0
1440883739,0
1440883740,0
1440883741,0
1440883742,0
1440883743,0
1440883744,0
1440883745,0
1440883746,0
1440883747,0
1440883748,0
1440883749,0
1440883750,0
1440883751,0
1440883752,0
1440883753,0
1440883754,0
1440883755,0
1440883756,0
1440883757,0
1440883758,0
1440883759,0
1440883760,0
1440883761,0
1440883762,0
1440883763,0
1440883764,0
1440883765,0
1440883766,0
1440883767,0
1440883768,17/898
1440883769,17/898
1440883770,17/898
1440883771,17/898
1440883772,17/898
1440883773,19/1934
1440883774,19/1934
1440883775,19/1934
1440883776,19/1934
1440883777,19/1934
1440883778,0
1440883779,0
1440883780,0
1440883781,0
1440883782,0
1440883783,3/280
1440883784,3/280
1440883785,3/280
1440883786,3/280
1440883787,3/280
1440883788,0
1440883789,0
1440883790,0
1440883791,0
1440883792,0
1440883793,16/1763
1440883794,16/1763
1440883795,16/1763
1440883796,16/1763
1440883797,16/1763
1440883798,11/1292
1440883799,11/1292
1440883800,11/1292
1440883801,11/1292
1440883802,11/1292
1440883803,11/1292
1440883804,0
1440883805,0
1440883806,0
1440883807,0
1440883808,0
1440883809,1/93
1440883810,1/93
1440883811,1/93
1440883812,1/93
1440883813,1/93
1440883814,0
1440883815,0
1440883816,0
1440883817,0
1440883818,0
1440883819,0
1440883820,0
1440883821,0
1440883822,0
1440883823,0
1440883824,0
1440883825,0
1440883826,0
1440883827,0
1440883828,0
1440883829,1/85
1440883830,1/85
1440883831,1/85
1440883832,1/85
1440883833,1/85
1440883834,0
1440883835,0
1440883836,0
1440883837,0
1440883838,0
1440883839,2/197
1440883840,2/197
1440883841,2/197
1440883842,2/197
1440883843,2/197
1440883844,0
1440883845,0
1440883846,0
1440883847,0
1440883848,0
1440883849,0
1440883850,0
1440883851,0
1440883852,0
1440883853,0
1440883854,0
1440883855,0
1440883856,0
1440883857,0
1440883858,0
1440883859,13/1169
1440883860,13/1169
1440883861,13/1169
1440883862,13/1169
1440883863,13/1169
1440883864,0
1440883865,0
1440883866,0
1440883867,0
1440883868,0
1440883869,0
1440883870,0
1440883871,0
1440883872,0
1440883873,0
1440883874,0
1440883875,0
1440883876,0
1440883877,0
1440883878,0
1440883879,9/493
1440883880,9/493
1440883881,9/493
1440883882,9/493
1440883883,9/493
1440883884,0
1440883885,0
1440883886,0
1440883887,0
1440883888,0
1440883889,0
1440883890,0
1440883891,0
1440883892,0
1440883893,0
1440883894,0
1440883895,0
1440883896,0
1440883897,0
1440883898,0
1440883899,1/90
1440883900,1/90
1440883901,1/90
1440883902,1/90
1440883903,1/90
1440883904,0
1440883905,0
1440883906,0
1440883907,0
1440883908,0
1440883909,3/256
1440883910,3/256
1440883911,3/256
1440883912,3/256
1440883913,3/256
1440883914,0
1440883915,0
1440883916,0
1440883917,0
1440883918,0
1440883919,0
1440883920,0
1440883921,0
1440883922,0
1440883923,0
1440883924,0
1440883925,0
1440883926,0
1440883927,0
1440883928,0
1440883929,1/86
1440883930,1/86
1440883931,1/86
1440883932,1/86
1440883933,1/86
1440883934,0
1440883935,0
1440883936,0
1440883937,0
1440883938,0
1440883939,0
1440883940,0
1440883941,0
1440883942,0
1440883943,0
1440883944,0
1440883945,0
1440883946,0
1440883947,0
1440883948,0
1440883949,6/557
1440883950,6/557
1440883951,6/557
1440883952,6/557
1440883953,6/557
1440883954,5/173
1440883955,5/173
1440883956,5/173
1440883957,5/173
1440883958,5/173
1440883959,0
1440883960,0
1440883961,0
1440883962,0
1440883963,0
1440883964,13/1580
1440883965,13/1580
1440883966,13/1580
1440883967,13/1580
1440883968,13/1580
1440883969,0
1440883970,0
1440883971,0
1440883972,0
1440883973,0
1440883974,0
1440883975,0
1440883976,0
1440883977,0
1440883978,0
1440883979,15/1199
1440883980,15/1199
1440883981,15/1199
1440883982,15/1199
1440883983,15/1199
1440883984,0
1440883985,0
1440883986,0
1440883987,0
1440883988,0
1440883989,0
1440883990,0
1440883991,0
1440883992,0
1440883993,0
1440883994,0
1440883995,0
1440883996,0
1440883997,0
1440883998,0
1440883999,2/97
1440884000,2/97
1440884001,2/97
1440884002,2/97
1440884003,2/97
1440884004,0
1440884005,0
1440884006,0
1440884007,0
1440884008,0
1440884009,0
1440884010,0
1440884011,0
1440884012,0
1440884013,0
1440884014,10/1123
1440884015,10/1123
1440884016,10/1123
1440884017,10/1123
1440884018,10/1123
1440884019,0
1440884020,0
1440884021,0
1440884022,0
1440884023,0
1440884024,19/966
1440884025,19/966
1440884026,19/966
1440884027,19/966
1440884028,19/966
1440884029,0
1440884030,0
1440884031,0
1440884032,0
1440884033,0
1440884034,0
1440884035,0
1440884036,0
1440884037,0
1440884038,0
1440884039,0
1440884040,0
1440884041,0
1440884042,0
1440884043,0
1440884044,16/1897
1440884045,16/1897
1440884046,16/1897
1440884047,16/1897
1440884048,16/1897
1440884049,0
1440884050,0
1440884051,0
1440884052,0
1440884053,0
1440884054,11/1098
1440884055,11/1098
1440884056,11/1098
1440884057,11/1098
1440884058,11/1098
1440884059,0
1440884060,0
1440884061,0
1440884062,0
1440884063,0
1440884064,0
1440884065,0
1440884066,0
1440884067,0
1440884068,0
1440884069,0
1440884070,0
1440884071,0
1440884072,0
1440884073,0
1440884074,0
1440884075,0
1440884076,0
1440884077,0
1440884078,0
1440884079,3/331
1440884080,3/331
1440884081,3/331
1440884082,3/331
1440884083,3/331
1440884084,0
1440884085,0
1440884086,0
1440884087,0
1440884088,0
1440884089,0
1440884090,0
1440884091,0
1440884092,0
1440884093,0
1440884094,13/1334
1440884095,13/1334
1440884096,13/1334
1440884097,13/1334
1440884098,13/1334
1440884099,0
1440884100,0
1440884101,0
1440884102,0
1440884103,0
1440884104,5/574
1440884105,5/574
1440884106,5/574
1440884107,5/574
1440884108,5/574
1440884109,0
1440884110,0
1440884111,0
1440884112,0
1440884113,0
1440884114,0
1440884115,0
1440884116,0
1440884117,0
1440884118,0
1440884119,0
1440884120,0
1440884121,0
1440884122,0
1440884123,0
1440884124,0
1440884125,0
1440884126,0
1440884127,0
1440884128,0
1440884129,5/539
1440884130,5/539
1440884131,5/539
1440884132,5/539
1440884133,5/539
1440884134,0
1440884135,0
1440884136,0
1440884137,0
1440884138,0
1440884139,0
1440884140,0
1440884141,0
1440884142,0
1440884143,0
1440884144,9/919
1440884145,9/919
1440884146,9/919
1440884147,9/919
1440884148,9/919
1440884149,3/373
1440884150,3/373
1440884151,3/373
1440884152,3/373
1440884153,3/373
1440884154,0
1440884155,0
1440884156,0
1440884157,0
1440884158,0
1440884159,15/1808
1440884160,15/1808
1440884161,15/1808
1440884162,15/1808
1440884163,15/1808
1440884164,0
1440884165,0
1440884166,0
1440884167,0
1440884168,0
1440884169,0
1440884170,0
1440884171,0
1440884172,0
1440884173,0
1440884174,3/136
1440884175,3/136
1440884176,3/136
1440884177,3/136
1440884178,3/136
1440884179,0
1440884180,0
1440884181,0
1440884182,0
1440884183,0
1440884184,0
1440884185,0
1440884186,0
1440884187,0
1440884188,0
1440884189,8/843
1440884190,8/843
1440884191,8/843
1440884192,8/843
1440884193,8/843
1440884194,0
1440884195,0
1440884196,0
1440884197,0
1440884198,0
1440884199,0
1440884200,0
1440884201,0
1440884202,0
1440884203,0
1440884204,0
1440884205,0
1440884206,0
1440884207,0
1440884208,0
1440884209,3/166
1440884210,3/166
1440884211,3/166
1440884212,3/166
1440884213,3/166
1440884214,0
1440884215,0
1440884216,0
1440884217,0
1440884218,0
1440884219,0
1440884220,0
1440884221,0
1440884222,0
1440884223,0
1440884224,0
1440884225,0
1440884226,0
1440884227,0
1440884228,0
1440884229,9/953
1440884230,9/953
1440884231,9/953
1440884232,9/953
1440884233,9/953
1440884234,1/103
1440884235,1/103
1440884236,1/103
1440884237,1/103
1440884238,1/103
1440884239,0
1440884240,0
1440884241,0
1440884242,0
1440884243,0
1440884244,9/988
1440884245,9/988
1440884246,9/988
1440884252,9/988
1440884252,9/988
1440884252,9/988
1440884252,9/988
1440884252,9/988
1440884252,0
1440884253,0
1440884254,0
1440884255,0
1440884256,0
1440884257,0
1440884258,0
1440884259,0
1440884260,0
1440884261,0
1440884262,0
1440884263,8/673
1440884264,8/673
1440884265,8/673
1440884266,8/673
1440884267,8/673
1440884268,8/939
1440884269,8/939
1440884270,8/939
1440884271,8/939
1440884272,8/939
1440884273,1/111
1440884274,1/111
1440884275,1/111
1440884276,1/111
1440884277,1/111
1440884278,0
1440884279,0
1440884280,0
1440884281,0
1440884282,0
1440884283,0
1440884284,0
1440884285,0
1440884286,0
1440884287,0
1440884288,0
1440884289,0
1440884290,0
1440884291,0
1440884292,0
1440884293,0
1440884294,0
1440884295,0
1440884296,0
1440884297,0
1440884298,0
1440884299,0
1440884300,0
1440884301,0
1440884302,0
1440884303,0
1440884304,0
1440884305,0
1440884306,0
1440884307,0
1440884308,0
1440884309,0
1440884310,0
1440884311,0
1440884312,0
1440884313,0
1440884314,0
1440884315,0
1440884316,0
1440884317,0
1440884318,0
1440884319,0
1440884320,0
1440884321,0
1440884322,0
1440884323,22/1153
1440884324,22/1153
1440884325,22/1153
1440884326,22/1153
1440884327,22/1153
1440884328,0
1440884329,0
1440884330,0
1440884331,0
1440884332,0
1440884333,0
1440884334,0
1440884335,0
1440884336,0
1440884337,0
1440884338,0
1440884339,0
1440884340,0
1440884341,0
1440884342,0
1440884343,3/268
1440884344,3/268
1440884345,3/268
1440884346,3/268
1440884347,3/268
1440884348,2/187
1440884349,2/187
1440884350,2/187
1440884351,2/187
1440884352,2/187
1440884353,0
1440884354,0
1440884355,0
1440884356,0
1440884357,0
1440884358,0
1440884359,0
1440884360,0
1440884361,0
1440884362,0
1440884363,19/1903
1440884364,19/1903
1440884365,19/1903
1440884366,19/1903
1440884367,19/1903
1440884368,7/642
1440884369,7/642
1440884370,7/642
1440884371,7/642
1440884372,7/642
1440884373,6/623
1440884374,6/623
1440884375,6/623
1440884376,6/623
1440884377,6/623
1440884378,0
1440884379,0
1440884380,0
1440884381,0
1440884382,0
1440884383,11/1132
1440884384,11/1132
1440884385,11/1132
1440884386,11/1132
1440884387,11/1132
1440884388,2/217
1440884389,2/217
1440884390,2/217
1440884391,2/217
1440884392,2/217
1440884393,0
1440884394,0
1440884395,0
1440884396,0
1440884397,0
1440884398,0
1440884399,0
1440884400,0
1440884401,0
1440884402,0
1440884403,0
1440884404,0
1440884405,0
1440884406,0
1440884407,0
1440884408,4/363
1440884409,4/363
1440884410,4/363
1440884411,4/363
1440884412,4/363
1440884413,0
1440884414,0
1440884415,0
1440884416,0
1440884417,0
1440884418,11/1101
1440884419,11/1101
1440884420,11/1101
1440884421,11/1101
1440884422,11/1101
1440884423,17/1514
1440884424,17/1514
1440884425,17/1514
1440884426,17/1514
1440884427,17/1514
1440884428,22/1811
1440884429,22/1811
1440884430,22/1811
1440884431,22/1811
1440884432,22/1811
1440884433,37/3736
1440884434,37/3736
1440884435,37/3736
1440884436,37/3736
1440884437,37/3736
1440884438,23/1054
1440884439,23/1054
1440884440,23/1054
1440884441,23/1054
1440884442,23/1054
1440884443,0
1440884444,0
1440884445,0
1440884446,0
1440884447,0
1440884448,18/401
1440884449,18/401
1440884450,18/401
1440884451,18/401
1440884452,18/401
1440884453,0
1440884454,0
1440884455,0
1440884456,0
1440884457,0
1440884458,0
1440884459,0
1440884460,0
1440884461,0
1440884462,0
1440884463,15/803
1440884464,15/803
1440884465,15/803
1440884466,15/803
1440884467,15/803
1440884468,0
1440884469,0
1440884470,0
1440884471,0
1440884472,0
1440884473,8/707
1440884474,8/707
1440884475,8/707
1440884476,8/707
1440884477,8/707
1440884478,0
1440884479,0
1440884480,0
1440884481,0
1440884482,0
1440884483,14/1535
1440884484,14/1535
1440884485,14/1535
1440884486,14/1535
1440884487,14/1535
1440884488,0
1440884489,0
1440884490,0
1440884491,0
1440884492,0
1440884493,11/1084
1440884494,11/1084
1440884495,11/1084
1440884496,11/1084
1440884497,11/1084
1440884498,0
1440884499,0
1440884500,0
1440884501,0
1440884502,0
1440884503,41/2170
1440884504,41/2170
1440884505,41/2170
1440884506,41/2170
1440884507,41/2170
1440884508,36/1873
1440884509,36/1873
1440884510,36/1873
1440884511,36/1873
1440884512,36/1873
1440884513,20/1061
1440884514,20/1061
1440884515,20/1061
1440884516,20/1061
1440884517,20/1061
1440884518,14/813
1440884519,14/813
1440884520,14/813
1440884521,14/813
1440884522,14/813
1440884523,1/53
1440884524,1/53
1440884525,1/53
1440884526,1/53
1440884527,1/53
1440884528,50/1193
1440884529,50/1193
1440884530,50/1193
1440884531,50/1193
1440884532,50/1193
1440884533,28/741
1440884534,28/741
1440884535,28/741
1440884536,28/741
1440884537,28/741
1440884538,12/281
1440884539,12/281
1440884540,12/281
1440884541,12/281
1440884542,12/281
1440884543,20/567
1440884544,20/567
1440884545,20/567
1440884546,20/567
1440884547,20/567
1440884548,12/607
1440884549,12/607
1440884550,12/607
1440884551,12/607
1440884552,12/607
1440884553,6/275
1440884554,6/275
1440884555,6/275
1440884556,6/275
1440884557,6/275
1440884558,0
1440884559,0
1440884560,0
1440884561,0
1440884562,0
1440884563,13/1345
1440884564,13/1345
1440884565,13/1345
1440884566,13/1345
1440884567,13/1345
1440884568,13/1345
1440884569,0
1440884570,0
1440884571,0
1440884572,0
1440884573,0
1440884574,100/2591
1440884575,100/2591
1440884576,100/2591
1440884577,100/2591
1440884578,100/2591
1440884579,0
1440884580,0
1440884581,0
1440884582,0
1440884583,0
1440884584,62/3105
1440884585,62/3105
1440884586,62/3105
1440884587,62/3105
1440884588,62/3105
1440884589,0
1440884590,0
1440884591,0
1440884592,0
1440884593,0
1440884594,13/1358
1440884595,13/1358
1440884596,13/1358
1440884597,13/1358
1440884598,13/1358
1440884599,20/917
1440884600,20/917
1440884601,20/917
1440884602,20/917
1440884603,20/917
1440884604,0
1440884605,0
1440884606,0
1440884607,0
1440884608,0
1440884609,0
1440884610,0
1440884611,0
1440884612,0
1440884613,0
1440884614,0
1440884615,0
1440884616,0
1440884617,0
1440884618,0
1440884619,0
1440884620,0
1440884621,0
1440884622,0
1440884623,0
1440884624,11/294
1440884625,11/294
1440884626,11/294
1440884627,11/294
1440884628,11/294
1440884629,0
1440884630,0
1440884631,0
1440884632,0
1440884633,0
1440884634,57/1876
1440884635,57/1876
1440884636,57/1876
1440884637,57/1876
1440884638,57/1876
1440884639,8/709
1440884640,8/709
1440884641,8/709
1440884642,8/709
1440884643,8/709
1440884644,6/731
1440884645,6/731
1440884646,6/731
1440884647,6/731
1440884648,6/731
1440884649,0
1440884650,0
1440884651,0
1440884652,0
1440884653,0
1440884654,3/302
1440884655,3/302
1440884656,3/302
1440884657,3/302
1440884658,3/302
1440884659,0
1440884660,0
1440884661,0
1440884662,0
1440884663,0
1440884664,5/551
1440884665,5/551
1440884666,5/551
1440884667,5/551
1440884668,5/551
1440884669,57/1889
1440884670,57/1889
1440884671,57/1889
1440884672,57/1889
1440884673,57/1889
1440884674,13/1362
1440884675,13/1362
1440884676,13/1362
1440884677,13/1362
1440884678,13/1362
1440884679,14/1571
1440884680,14/1571
1440884681,14/1571
1440884682,14/1571
1440884683,14/1571
1440884684,0
1440884685,0
1440884686,0
1440884687,0
1440884688,0
1440884689,33/3349
1440884690,33/3349
1440884691,33/3349
1440884692,33/3349
1440884693,33/3349
1440884694,35/1222
1440884695,35/1222
1440884696,35/1222
1440884697,35/1222
1440884698,35/1222
1440884699,17/1980
1440884700,17/1980
1440884701,17/1980
1440884702,17/1980
1440884703,17/1980
1440884704,0
1440884705,0
1440884706,0
1440884707,0
1440884708,0
1440884709,0
1440884710,0
1440884711,0
1440884712,0
1440884713,0
1440884714,8/449
1440884715,8/449
1440884716,8/449
1440884717,8/449
1440884718,8/449
1440884719,11/1037
1440884720,11/1037
1440884721,11/1037
1440884722,11/1037
1440884723,11/1037
